municipio_id,municipio_nombre,establecimiento_id,establecimiento_nombre,region_educativa,clave,cueanexo,modalidad,nivel,direccion,telefono,rpv,email,sector,dependencia,tipo_organizacion,area,ambito,desfavorabilidad,subvencion,sede_axo_ext,categoria,depend_func,cui,periodo,matricula,varones,mujeres,secciones,turnos,cue,anexo,nro_escuela,latitud,longitud
06441,La Plata,1,ESCUELA DE DANZAS CLASICAS Nº3,Región 1,0001AD0003,61060000,Educación Artística,Ciclo Medio,54 E/ 7 Y 8 - 628,221-482-2571,,danzasclasicas3laplata@abc.gob.ar,Estatal,Oficial,ESCUELA DE DANZAS CLÁSICAS,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección de Educación Artística,600100011,Inicial 2026,230,15,215,15,"MAÑANA,TARDE,VESPERTINO",610600,0,3,-34.917432490313374,-57.94760623593251
06441,La Plata,1,ESCUELA DE DANZAS CLASICAS Nº3,Región 1,0001AD0003,61060000,Educación Artística,Nivel Superior,54 E/ 7 Y 8 - 628,221-482-2571,,danzasclasicas3laplata@abc.gob.ar,Estatal,Oficial,ESCUELA DE DANZAS CLÁSICAS,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección de Educación Artística,600100011,Inicial 2026,205,8,197,20,"MAÑANA,TARDE,VESPERTINO",610600,0,3,-34.917432490313374,-57.94760623593251
06441,La Plata,1,ESCUELA DE DANZAS CLASICAS Nº3,Región 1,0001AD0003,61060000,Educación Artística,Ciclo de Iniciación,54 E/ 7 Y 8 - 628,221-482-2571,,danzasclasicas3laplata@abc.gob.ar,Estatal,Oficial,ESCUELA DE DANZAS CLÁSICAS,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección de Educación Artística,600100011,Inicial 2026,180,1,179,14,"MAÑANA,TARDE,VESPERTINO",610600,0,3,-34.917432490313374,-57.94760623593251
06441,La Plata,2,"ESCUELA DE EDUCACIÓN ARTÍSTICA Nº1 ""MARÍA INÉS ZUCCARELLI""",Región 1,0001AE0001,61498400,Educación Artística,Cursos y Talleres,45 - 743,221-482-2300,21216,estetica1laplata@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN ARTÍSTICA,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección de Educación Artística,600100024,Inicial 2026,1455,624,831,72,"MAÑANA,TARDE,VESPERTINO",614984,0,1,-34.91404098949632,-57.95703621484303
06441,La Plata,3,ESCUELA DE EDUCACIÓN ARTÍSTICA Nº2,Región 1,0001AE0002,61498500,Educación Artística,Cursos y Talleres,76 - RELOCALIZADOS EN EL ISFDYT N° 12 - S/N,221-417-7438,21448,estetica2laplata@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN ARTÍSTICA,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección de Educación Artística,600100030,Inicial 2026,916,424,492,49,"MAÑANA,TARDE,VESPERTINO",614985,0,2,-34.934051978843904,-57.92425791547498
06441,La Plata,7,"CONSERVATORIO DE MÚSICA ""GILARDO-GILARDI""",Región 1,0001AM0001,60794600,Educación Artística,Nivel Superior,CAMINO GENERAL BELGRANO Y 523 - S/N,221-421-4500,21244,conservatoriolaplata@abc.gob.ar,Estatal,Oficial,CONSERVATORIO DE MÚSICA,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección de Educación Artística,600100053,Inicial 2026,221,106,115,5,"MAÑANA,TARDE,VESPERTINO",607946,0,1,-34.89811091410331,-57.98505636856925
06441,La Plata,7,"CONSERVATORIO DE MÚSICA ""GILARDO-GILARDI""",Región 1,0001AM0001,60794600,Educación Artística,Ciclo Medio,CAMINO GENERAL BELGRANO Y 523 - S/N,221-421-4500,21244,conservatoriolaplata@abc.gob.ar,Estatal,Oficial,CONSERVATORIO DE MÚSICA,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección de Educación Artística,600100053,Inicial 2026,650,312,338,22,"MAÑANA,TARDE,VESPERTINO",607946,0,1,-34.89811091410331,-57.98505636856925
06441,La Plata,7,"CONSERVATORIO DE MÚSICA ""GILARDO-GILARDI""",Región 1,0001AM0001,60794600,Educación Artística,Ciclo de Iniciación,CAMINO GENERAL BELGRANO Y 523 - S/N,221-421-4500,21244,conservatoriolaplata@abc.gob.ar,Estatal,Oficial,CONSERVATORIO DE MÚSICA,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección de Educación Artística,600100053,Inicial 2026,419,196,223,16,"MAÑANA,TARDE,VESPERTINO",607946,0,1,-34.89811091410331,-57.98505636856925
06441,La Plata,8,ESCUELA DE TEATRO LA PLATA,Región 1,0001AT0004,61288400,Educación Artística,Ciclo Medio,AV. 51 - 419,221-482-1647,21236,escueladeteatrolaplata@abc.gob.ar,Estatal,Oficial,ESCUELA DE TEATRO,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección de Educación Artística,600100069,Inicial 2026,49,8,41,3,"MAÑANA,NOCHE,TARDE",612884,0,4,-34.911834251046024,-57.94550771290402
06441,La Plata,8,ESCUELA DE TEATRO LA PLATA,Región 1,0001AT0004,61288400,Educación Artística,Nivel Superior,AV. 51 - 419,221-482-1647,21236,escueladeteatrolaplata@abc.gob.ar,Estatal,Oficial,ESCUELA DE TEATRO,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección de Educación Artística,600100069,Inicial 2026,425,99,326,28,"MAÑANA,NOCHE,TARDE",612884,0,4,-34.911834251046024,-57.94550771290402
06441,La Plata,8,ESCUELA DE TEATRO LA PLATA,Región 1,0001AT0004,61288400,Educación Artística,Ciclo de Iniciación,AV. 51 - 419,221-482-1647,21236,escueladeteatrolaplata@abc.gob.ar,Estatal,Oficial,ESCUELA DE TEATRO,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección de Educación Artística,600100069,Inicial 2026,65,8,57,3,"MAÑANA,NOCHE,TARDE",612884,0,4,-34.911834251046024,-57.94550771290402
06441,La Plata,9,"ESCUELA DE DANZAS TRADICIONALES ARGENTINAS ""JOSÉ HERNANDEZ""",Región 1,0001AZ0002,61455400,Educación Artística,Nivel Superior,17 E/ 40 Y 41 - 434,221-424-2940,21116,danzastradicionaleslaplata@abc.gob.ar,Estatal,Oficial,ESCUELA DE DANZAS TRADICIONALES,INTERIOR,Urbano,0,Oficial,SEDE,Segunda,Dirección de Educación Artística,600100076,Inicial 2026,394,133,261,20,"MAÑANA,TARDE,VESPERTINO",614554,0,2,-34.9171036399521,-57.96929946351896
06441,La Plata,10,"CENTRO DE EDUCACIÓN DE ADULTOS Nº 705/12 ""CORONEL MANUEL DORREGO""",Región 1,0001DC0705,60897901,Educación de Jóvenes y Adultos,Nivel Primario,511 Y CAMINO CENTENARIO - S/N,221-422-4898,,griselda.lezcano@hotmail.com,Estatal,Oficial,CENTRO DE EDUCACIÓN PRIMARIA DE ADULTOS,INTERIOR,Urbano,0,Oficial,EXTENSION,S/Datos,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",600100228,Inicial 2026,45,28,17,3,"TARDE,VESPERTINO",608979,1,705,-34.88878030576318,-57.99796676324977
